,State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,Literacy_Percentage
78,Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,805261,527065,390991,203201,187790,139490,71391,68099,1143318,803275,340043,776385,366933,2121301,197424,745015,28840,172039,1989420,1255641,7989,614,353,1450,650,8502,33688,86058,4170,33664,712847,85749,798596,668690,360243,184327,119259,83226,59996,11116,1486857,1798786,3285643,2155512,696556,372692,39859,291919,8390,126408,40178,9510,241206,4252,63200,258284,7568,35470,246639,234013,87774,624039,8720,197240,5222,16479,2055,888,12230,406700,547032,1415,606448,37,1390,16517,18780,273244,314626,836,12331,59597,17045,75176,92221,82784,304012,107266,113962,205154,39326,52843,517258,53373,8430,10296,1478,388,59786,822,1115,521,1636,74,16,90,22,35,57,36,2641,0.4081107167482637
79,Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,1061783,738049,549546,286596,262950,31650,16399,15251,924879,707939,216940,542439,382440,2035039,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,6185,41659,114893,4594,36279,512383,95678,608061,535187,548971,399053,333053,194928,161555,16006,2188753,876443,3065196,1875174,673742,407193,3809,224824,10819,123491,49892,12400,291988,4727,106218,312557,8169,28748,432151,248462,128652,433720,15995,163333,5119,5419,2969,1544,6234,207416,322377,8126,412516,121,556,5613,6761,73129,356548,471,25242,5158,8103,27143,35246,32977,166203,57298,75928,166881,87548,26201,260042,103275,37743,58724,13663,7318,33837,299,588,363,951,167,20,187,28,45,73,46,1555,0.6080681964838215
80,Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,506374,298622,317249,164518,152731,6009,3101,2908,649898,456724,193174,363326,286572,1250763,164600,356833,18651,109814,1629254,266620,1292,197,60,109,8,3121,21651,41342,1668,19415,432651,38046,470697,348300,194897,104182,90182,64560,47051,6016,855188,1151349,2006537,1249692,415863,233870,1236,129847,3824,60611,20489,4957,155660,1688,30518,166317,5700,24592,231080,113421,61597,359161,5426,87915,3961,9080,1375,407,7728,254791,302007,3285,349271,104,299,7281,7992,158574,174742,308,6629,10505,5742,39031,44773,43608,179102,64222,71272,122491,21846,34896,291291,43704,8148,10170,1600,422,23047,464,672,311,983,78,8,86,11,18,29,21,1582,0.4235347597493714
81,Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,1293575,849305,803128,417944,385184,1884,975,909,1343400,1037576,305824,907433,435967,2918166,299039,721629,47917,274815,3800598,452370,2126,554,292,231,112,5283,46123,88021,5379,50918,1012979,43486,1056465,781038,710468,438908,284082,186153,129933,19126,2549708,1996651,4546359,2766930,913339,568812,12485,458268,10621,183813,56464,16741,412873,4320,84248,441421,11807,81471,733280,213527,159459,829443,10874,149960,14232,18504,2236,1080,20267,636826,683046,20018,797103,100,542,7697,9429,384786,352172,1090,20385,34740,19043,94848,113891,100052,404835,142305,162478,274280,57347,113395,657647,102513,21642,27676,4775,1259,62517,1005,1534,661,2195,248,6,254,8,13,21,23,3500,0.5028386278659066
82,Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,1285767,871687,474066,242976,231090,36786,18322,18464,1040231,857660,182571,545520,494711,2911631,232097,493461,42103,272570,3534772,406449,2330,371,229,322,107,7282,51822,94787,4509,37442,701323,76299,777622,793945,693465,433759,361171,213251,148065,9848,2653504,1313700,3967204,2516115,847031,585386,3330,431759,10948,243581,68604,15821,398651,5009,128169,423960,9488,55407,586793,276656,137526,628222,8764,203347,3010,7473,2889,1249,7986,365086,495841,24127,578710,71,435,6158,7068,207758,381637,404,27833,5389,13380,38867,52247,47876,226877,77631,101370,238266,124352,52347,384243,132367,47458,70773,16311,7004,54359,892,1553,726,2279,355,19,374,27,43,70,52,3667,0.5459335371528662
83,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,196431,132245,131115,67582,63533,617,305,312,224655,151569,73086,148002,76653,411687,54511,109696,9917,50531,596102,37653,313,75,41,43,31,2084,6803,20065,631,8873,108293,24345,132638,129673,110525,59529,52860,33856,19676,3399,409518,305609,715127,413475,136898,85045,924,33652,1728,20176,6933,2163,57043,635,16279,61568,2362,9398,93800,35018,30019,100345,2119,22966,1852,5778,603,402,3288,68730,72266,8860,85547,75,49,2275,2558,42462,38651,159,5094,526,1918,6427,8345,7547,36901,12786,16568,39065,19437,22635,61869,21544,7777,11485,2536,1172,8850,153,231,116,347,30,5,35,7,12,19,12,565,0.5165084184290837
84,Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,171645,112053,96655,51089,45566,318,177,141,216372,166693,49679,137804,78568,439874,38727,136334,9119,32192,552492,99342,522,216,73,52,44,3505,3983,10004,478,6698,158484,7516,166000,128209,91277,37063,25657,16031,10091,661,308989,348078,657067,421241,139909,93398,1698,73447,1410,56957,7678,2267,79360,430,11722,83296,1669,5295,135021,52118,30398,147280,830,41108,1721,4592,589,249,4936,96771,116626,389,145016,10,55,718,923,75837,57924,140,2091,371,6732,26938,33670,22278,71746,25002,24466,39484,3989,15128,124984,8303,733,897,136,28,14705,173,211,90,301,4,1,5,2,3,5,4,489,0.4323043492836528
85,Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,885188,551606,405714,213624,192090,2989,1585,1404,1114583,865929,248654,753645,360938,2308991,216012,635907,37932,224732,2672311,740101,2897,261,253,188,20,7543,39465,66263,3460,42461,807294,49670,856964,733380,394422,196321,136500,92783,70549,11936,1635891,1852765,3488656,2206340,739982,449035,28217,317432,7292,252121,38576,12246,318780,3144,61089,340890,9864,45624,642364,217626,152392,720630,6856,150255,11322,12987,2963,1191,19791,515457,573730,2238,710373,64,302,6150,7058,358607,251811,542,10992,3523,23067,113986,137053,102555,357069,125274,129240,210775,28186,122665,602916,59010,7662,9470,1464,344,61687,866,1150,520,1670,69,10,79,14,22,36,29,2679,0.4196766303284229
86,Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1930175,1115906,814269,386685,195965,190720,87000,43472,43528,932416,730396,202020,462104,470312,2398048,264928,376344,31244,259900,2712635,608282,2618,369,407,359,86,5708,42384,52935,3834,37833,632514,41858,674372,689880,612635,445257,355277,186817,119164,12091,2421121,1207119,3628240,2115448,713597,498299,3120,382782,10891,181860,64065,14390,378819,4088,74071,401299,8090,44252,502991,276680,124672,535085,6347,204642,1873,9063,2589,788,6797,268199,414315,1883,518473,58,259,2685,3415,158086,358850,413,19043,1279,10879,31553,42432,39746,191273,65249,86278,203685,107489,27943,323877,114884,41033,61005,13821,6151,45113,734,1292,596,1888,318,9,327,13,21,34,32,3014,0.5795513778260326
87,Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1033283,647672,385611,354249,182545,171704,10168,5242,4926,877682,551718,325964,472649,405033,1351394,201882,554271,22555,98974,1809936,409251,3758,271,136,546,42,5136,12111,51028,1845,25078,572287,27815,600102,467768,269737,157787,99530,69665,45726,5850,1116063,1220268,2336331,1453438,495020,277610,3008,192734,4064,107152,21885,6271,195500,1099,26559,207212,5441,22190,258497,152501,47753,430158,5069,134630,10561,5817,883,415,5334,288303,389547,1260,425676,43,265,6634,7366,145728,273702,424,5373,12245,7736,46159,53895,53452,223470,80317,89701,141160,22279,21374,345385,55898,9148,10961,1483,330,28560,533,797,350,1147,114,5,119,8,12,20,15,1836,0.46354767625688853
88,Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1926740,1152576,774164,738031,387827,350204,2274,1232,1042,1060344,858648,201696,716006,344338,2434677,255017,502637,36958,265732,3152346,333980,2203,707,362,246,71,5106,47300,70001,4810,39564,699317,51494,750811,810191,487594,370247,291392,178320,124448,9094,2271286,1479152,3750438,2176701,759132,486032,73156,397202,11316,200083,60246,15248,365200,4366,101269,390123,9675,76918,563063,208882,171904,620927,6879,152019,7339,20756,2385,861,22210,423744,453163,31303,569778,183,458,6561,8111,295371,259500,909,18159,11051,10568,51344,61912,61291,285265,101129,122845,217871,67578,77755,435592,112105,30410,41647,8375,2862,43282,773,1254,573,1827,240,12,252,17,27,44,35,2930,0.5512813799974307
89,Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,805438,465346,340092,199086,106356,92730,0,0,0,404136,328159,75977,385929,18207,651314,2578,1687,4799,395072,852574,51447,8720,138329,1160,1960,246,1014,168344,231204,44283,78113,8911,289456,298367,80406,118667,114209,124707,98786,174528,20188,731491,184265,915756,602411,303748,148945,346,135055,60494,65936,109701,14027,148411,67323,193932,209783,47345,8256,226263,210801,206017,112043,110377,7208,263,1178,196,164,542,24260,7578,45,6167,36,12,1120,1372,27384,202495,204,227354,2001,15220,24396,39616,36024,144460,64040,44396,43001,7984,5182,162464,24076,4872,5667,676,119,42854,893,3631,7152,10783,4285,2444,6729,3382,4461,7843,7897,34145,0.7631228385996495
90,Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,650863,382335,268528,37963,18815,19148,931780,456841,474939,726531,404364,322167,394824,331707,686668,284472,287828,10821,143410,1277975,12413,27951,2099,985,3466,86925,1385,22075,157646,1782,9042,316425,54894,371319,183667,178766,139330,60936,57413,32895,3227,656234,729550,1385784,864272,358157,189569,1201,192012,4227,37956,32802,2574,51885,4002,50155,58619,4160,10134,296904,48350,62326,287405,13252,19951,66,16417,213,136,5632,258457,242886,20384,216583,11191,4833,1010,18036,161593,35465,1002,49120,4335,14805,39505,54310,45757,161211,58138,57316,81784,9502,109749,222252,35222,3347,3836,407,82,45497,353,622,406,1028,47,22,69,17,27,44,36,1529,0.4605600485140451
91,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,287620,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,103406,102465,176085,127169,4138,2561,72003,371973,6984,236,2387,113,10,7,246,17262,79146,1574,6281,152458,11987,164445,35817,59489,53515,64730,45695,25474,3241,287961,65864,353825,193671,107367,80497,421,5387,6573,14900,11397,7650,47001,2779,61392,66935,12284,1046,58346,61113,56814,75560,4092,3495,20,10025,60,54,1161,19340,22867,2143,5617,513,43,1663,2978,28605,42589,759,67847,477,3819,6685,10504,9924,46905,21119,15862,18706,4338,9259,50624,15387,3523,4063,459,81,10379,528,1214,671,1885,271,221,492,315,374,689,72,3666,0.7530186723078051
92,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,1596560,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,826568,376629,1460432,276691,572292,21658,332556,2540763,57973,20745,6373,2979,2357,29122,3317,77727,519704,8566,30892,549632,188174,737806,382091,407692,337793,189296,152838,134637,19654,1624001,943112,2567113,1625484,655032,380114,2999,345789,13137,92443,84851,9398,157089,17978,193337,177334,10847,29106,586579,135945,171271,561313,37623,37903,190,19021,806,398,23576,479950,434298,67248,385255,843,3051,2324,7549,310140,143705,1331,152156,41286,36885,84460,121345,88162,321189,118976,114051,148587,24774,162050,464063,57480,10850,13773,2306,617,80579,477,952,870,1822,232,82,314,75,99,174,195,2981,0.5993927833042815
93,Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,303924,242909,58581,28887,29694,207633,102058,105575,402895,226382,176513,335368,67527,396886,135435,182602,7310,77548,777188,10425,2644,1196,667,3612,3685,364,14568,148926,1016,4804,168689,41792,210481,143128,148544,120146,65196,58875,31319,5096,572304,214637,786941,461125,213021,125429,206,119931,3069,14229,30621,2391,50012,2686,67737,55660,3257,6857,161955,29042,50033,156006,6283,8434,58,8235,172,33,5467,139236,114644,14745,97921,49,212,224,612,100179,37269,127,52879,12167,9725,17441,27166,19469,92059,35418,37172,40160,8893,30830,113655,24428,5772,7166,1096,298,23029,198,322,174,496,12,17,29,13,21,34,26,782,0.6837284206551544
94,Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1284612,1018766,458040,229067,228973,397416,196008,201408,1496805,921729,575076,1206793,290012,1847067,392341,560415,22565,521484,3129745,83499,24304,24276,19587,17209,42569,2683,129193,614109,16141,51289,533448,349741,883189,463598,573291,497668,309508,286244,202424,30555,2363288,823501,3186789,1919832,898241,523656,2143,489008,28840,89110,177048,16940,271429,36672,343369,315664,27295,27306,663000,235446,228551,582952,74863,50430,2034,14038,1093,662,8296,457555,439014,24867,412665,154,971,1063,3113,373891,179501,925,248578,73761,34096,69172,103268,82012,375703,148385,145306,172192,41838,139609,473520,106165,27076,33807,5370,1361,79509,649,1369,1164,2533,233,173,406,135,219,354,266,4209,0.6888355774383709
95,Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,280656,214759,48844,24317,24527,530378,262731,267647,487360,263645,223715,291349,196011,364309,226866,197558,7553,55383,629509,15336,189588,474,467,694,14835,766,6628,76783,567,5755,205670,20722,226392,120768,137681,127299,64188,50562,26161,3166,529825,328438,858263,488965,214455,148100,149,100725,2442,12309,15547,1633,32732,1252,20512,35940,1575,3260,187151,13683,27142,179774,7347,4741,145,6538,300,131,4012,176844,162511,44318,128661,4452,1722,1482,7955,106704,17829,299,7961,1360,9440,24667,34107,26333,99333,36438,36562,50726,6361,65994,136893,26950,3115,3619,419,85,23065,196,342,246,588,46,5,51,4,7,11,11,856,0.5816989933882765
96,Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,433391,315368,124679,63446,61233,493559,246323,247236,521186,333329,187857,350314,170872,685454,113071,221806,7899,178410,1133176,30195,21059,3666,897,753,15649,1245,43357,202380,4544,18004,206598,126055,332653,178191,188303,168387,89167,83166,61215,11792,780221,410186,1190407,729708,309479,166959,494,162148,8677,23166,55579,4118,80152,11842,95963,90312,6042,7336,263439,67505,77854,232642,29297,16060,64,6204,757,222,3479,209566,198157,58597,144571,1835,4649,1981,9406,134931,71646,941,59627,12483,17260,37958,55218,42526,153186,58842,51818,61531,7136,70494,208797,26348,3799,4509,590,120,37417,246,521,416,937,101,63,164,54,88,142,75,1565,0.6205322217065571
97,Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,229923,167900,54776,27682,27094,304280,152659,151621,307071,185483,121588,173057,134014,351846,118498,94648,4830,89095,604259,25878,9398,1391,84,1155,15474,1278,25605,80023,1667,7609,121852,59763,181615,143413,109639,87969,47127,38677,26802,4134,457761,179639,637400,399581,165022,94073,241,67318,3402,19360,26365,2414,45265,3527,38765,50432,2753,2956,147705,38370,35636,124298,17842,10138,51,2323,623,581,2515,113705,115096,37447,64425,3648,4006,2097,11008,67765,38999,1257,36605,2198,9604,22348,31952,23034,81771,30622,28115,34136,4216,45311,111220,16253,2167,2572,323,82,22030,146,293,236,529,53,28,81,22,37,59,38,852,0.6037528247108513
98,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,364089,273874,139581,68968,70613,279896,137339,142557,499260,291858,207402,340802,158458,533494,139199,278073,6135,75853,1008061,12570,5284,2941,521,1495,1417,465,13200,212487,961,5614,274793,35774,310567,179770,194739,152183,78583,57949,33357,5951,702532,384764,1087296,582544,272009,177826,375,175231,3546,13649,31472,2205,61420,2279,68012,65540,1915,11751,238810,26449,48150,241908,7773,8694,52,9931,256,114,5650,230055,207899,16604,204391,207,404,158,1110,162045,29289,341,32733,15861,16490,38904,55394,37513,143728,58094,48121,50550,6832,65170,190249,27994,4433,5334,709,192,32927,232,404,238,642,14,17,31,14,23,37,20,964,0.6177298756528661
99,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,803817,208313,323788,9959,148107,1422986,17332,47653,2117,781,409,1782,924,27771,297308,3342,13857,354278,66638,420916,246480,260661,210964,130700,93340,66358,8804,1017307,460166,1477473,841958,398257,253488,281,225249,5979,29814,50302,5270,86142,6693,98784,96724,5312,16465,337072,50603,69909,331942,19805,14694,109,8517,608,336,3798,311061,289948,29740,253248,946,2129,1172,6031,220996,57621,1784,71114,59354,26345,59487,85832,57004,200941,79603,64334,67366,7525,83047,270070,35329,4922,5825,713,190,50440,325,594,446,1040,82,27,109,21,34,55,45,1575,0.636980717330306
100,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,1159,7226,328277,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1414154,748339,462741,8966,136247,43536,86139,158119,85087,280834,53397,374021,453122,87201,15724,574723,547214,369857,463109,119513,46062,728,59081,3643,2704,8622,49300,108443,61663,65017,3801,4337,3956,13965,184021,338725,1871,440717,36724,32108,68582,100690,94793,362797,157065,110939,109995,23032,73768,418185,69416,12537,14741,1833,371,94172,279,1292,1881,3173,489,371,860,518,674,1192,592,6097,0.7364642016551515
101,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1493158,1136591,724250,362284,361966,476446,235271,241175,1757664,1099964,657700,1259138,498526,2306208,383279,708993,34078,631314,3881485,103038,23181,16707,8397,17137,10680,3247,166505,728556,20261,59523,673499,395001,1068500,618508,664470,552373,313247,267265,227382,31483,2674728,1247434,3922162,2454299,1038155,560184,11234,549069,30572,114738,177517,18806,295646,39381,378113,340237,25785,42010,803533,259502,267090,739497,86940,49829,1462,16080,2198,1331,9623,601565,570783,53362,564507,369,2863,2443,7057,448306,207630,1382,228246,97810,42202,100127,142329,114073,462395,175768,172554,209786,46557,205131,623870,105412,24592,31521,5280,1649,100264,716,1465,1310,2775,263,161,424,131,195,326,320,4561,0.6471042887177549
102,Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,694686,493255,115652,58281,57371,1300628,652799,647829,1155807,649888,505919,622589,533218,1204079,465287,523356,12643,154521,2126195,81442,97432,2303,1287,623,48295,2309,29433,253131,2737,18983,525596,65167,590763,364452,338509,281260,135374,105992,64607,9524,1299718,991866,2291584,1441436,561915,355077,1458,277773,8096,62468,56480,4330,108569,6399,74614,118767,5868,10854,509518,59109,130736,492651,18701,22302,169,52314,754,218,15125,461457,387919,145838,297286,6470,14757,11539,34730,253795,75066,1964,36922,21245,26048,74481,100529,71885,270986,99309,99792,135326,13725,191705,383510,70257,8651,10044,1167,226,56755,530,946,725,1671,159,22,181,17,28,45,36,2462,0.5033891467638691
103,Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,150348,104316,46032,4262,2224,2038,15240,7702,7538,105521,94502,11019,101717,3804,85652,1845,481,409,102786,171537,16087,2618,169,216,244,79,223,25844,49249,1316,4543,10006,61073,71079,8957,28094,30406,26991,14170,9128,1995,119741,20641,140382,122589,52868,15428,288,14642,3163,10502,14167,1718,39565,2827,28433,43171,1888,313,47373,40804,40951,14722,33493,6654,78,544,42,29,159,8888,4307,78,14176,7,2,284,305,11808,37112,12,34905,10900,3397,8211,11608,10433,30398,12523,7442,6389,1297,772,26109,2388,576,720,116,28,20475,893,3631,7152,10783,4285,2444,6729,3382,4461,7843,7897,34145,0.7864499693994444
104,Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,942709,181000,1619373,367311,333996,9645,412757,2397056,334858,2586,1110,1291,3841,77,2263,144561,498326,6628,26991,489237,287506,776743,271762,700258,294811,311849,137505,139957,30127,1886269,669022,2555291,1527888,749156,461650,4388,189600,17447,60302,195597,15291,364428,15979,318954,406578,26859,8371,423662,344568,313730,457405,57119,35024,111,77378,830,598,9679,182106,202405,37903,100983,43,336,22362,24683,124396,317838,1942,336428,48359,15483,42703,58186,55458,276859,112463,108938,151329,40300,84440,356326,93723,22643,28084,4221,1220,48541,419,1460,1516,2976,383,437,820,364,595,959,374,5549,0.6718056550988997
105,Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,351738,311322,17606,8712,8894,56606,27824,28782,327658,239125,88533,269437,58221,490350,15402,14120,8862,289274,622213,57941,134169,618,553,546,166,1802,132612,173951,23440,56266,115859,209230,325089,40968,101521,148792,153887,87513,86781,16601,636063,99538,735601,380926,260533,175035,1514,41713,44342,57581,101378,20197,99169,40352,146307,158921,39555,2494,173494,159976,140924,145651,26362,14272,99,7870,1195,293,5300,19109,33528,15156,461,1861,447,2293,5375,27004,144020,774,150059,388,9322,19791,29113,33201,114062,48962,31899,28595,7315,8061,122650,18253,3867,4750,736,147,33432,122,424,476,900,151,177,328,172,204,376,351,2078,0.8105788696443067
106,Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,264085,238342,7843,3915,3928,92669,45124,47545,249590,180411,69179,206616,42974,390947,15952,12640,5846,215152,341664,63623,231961,855,542,563,92,1237,102191,138810,17624,44299,88620,162873,251493,29874,73039,119869,108989,64786,57460,9579,463596,88577,552173,314480,194872,130605,580,37799,35031,42926,82436,18811,74364,31413,115535,128759,35584,2420,137639,129135,116414,108881,29829,12221,78,6307,2623,374,5179,14593,19475,7809,645,2110,628,1742,4831,22951,113324,351,125635,467,7659,16552,24211,26670,90673,38349,25654,23123,5721,7453,96972,14089,2921,3563,511,131,29104,87,314,375,689,122,148,270,143,164,307,294,1646,0.7843840402662141
107,Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,3025463,2410297,759483,399075,360408,89138,47106,42032,2594952,2127547,467405,2332409,262543,4619273,142670,268954,54876,2128452,6042416,883238,50754,14542,4518,209287,2055,7415,965017,1456046,126341,273651,353169,1845383,2198552,761358,1614370,805199,1135058,549188,839295,100831,5805299,1129562,6934861,3952858,2043895,1198152,19320,680535,174812,501082,692591,77256,923594,228737,1159650,1196482,195632,12177,1378412,1295122,1241055,1193694,269205,70963,406,22004,3147,2149,6313,199534,199006,17376,180755,516,2447,13190,19560,145695,1286525,3407,1265476,158096,50790,131943,182733,210889,880951,375703,294359,349856,81116,62436,1002327,264401,63618,74104,8837,1649,153824,614,2501,5241,7742,1733,2376,4109,1237,2022,3259,2909,18633,0.7534780243200067
108,Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,558180,437279,132915,68518,64397,7322,3856,3466,657139,453642,203497,529153,127986,857051,232126,209935,6083,208995,1410463,99105,919,415,243,2053,40,952,80378,273331,2538,12765,313714,116899,430613,230474,412251,120625,149478,66785,50999,8582,1039194,380595,1419789,836343,389892,282409,5546,96477,10236,31204,113906,9469,198302,6639,164282,222389,14618,4500,234962,201157,173045,265928,21529,23828,302,35080,702,624,3098,92914,116530,10871,63392,46,1332,12457,14135,56216,191055,300,200362,32323,9403,31254,40657,27345,138082,51661,59076,94707,20625,46800,197142,57481,11458,13587,1775,354,25861,225,788,768,1556,198,199,397,179,293,472,176,2825,0.6574201388200952
109,Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,874481,676772,104465,54476,49989,24824,12761,12063,844794,627561,217233,690031,154763,1247951,152412,346329,16460,329593,1798794,250919,29789,1524,267,8591,142,2719,147122,378310,9902,32523,413078,208909,621987,257524,560542,229013,283571,127459,110351,20487,1588947,360506,1949453,1134962,585093,366419,6271,172466,19352,64013,104613,21978,187528,20391,203467,244185,34679,7967,344329,254683,230571,379759,31488,42320,183,25352,707,443,5017,172481,191147,9141,78937,55,188,3879,4193,98762,283725,71,323542,51975,18243,39860,58103,52344,231623,94775,84504,110412,27026,44677,266912,83841,20634,23887,2684,569,52524,261,953,1293,2246,393,314,707,250,368,618,538,4372,0.7412527565470232
